targetCate,trialType,stimIndex,duration,probeLeftIndex,probeRightIndex,probeOrder
Object,presurprise,44,long,,,DurationFirst
Object,presurprise,38,short,,,DurationFirst
Object,presurprise,30,short,,,DurationFirst
Object,presurprise,86,short,,,DurationFirst
Object,presurprise,95,long,,,DurationFirst
Object,presurprise,37,long,,,DurationFirst
Object,presurprise,34,long,,,DurationFirst
Object,presurprise,46,short,,,DurationFirst
Object,presurprise,120,long,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,117,short,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,103,short,,,DurationFirst
Object,presurprise,6,long,,,DurationFirst
Object,presurprise,21,long,,,DurationFirst
Object,presurprise,100,short,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,96,short,,,DurationFirst
Object,surprise,95,short,95.0,77.0,DurationFirst
Object,postsurprise,42,long,6.0,42.0,DurationFirst
Object,postsurprise,72,short,90.0,72.0,DurationFirst
Object,postsurprise,2,long,2.0,38.0,DurationFirst
Object,postsurprise,68,short,68.0,86.0,DurationFirst
Object,presurprise,8,long,,,DurationFirst
Object,presurprise,85,long,,,DurationFirst
Object,presurprise,105,short,,,DurationFirst
Object,presurprise,82,short,,,DurationFirst
Object,presurprise,45,short,,,DurationFirst
Object,presurprise,108,long,,,DurationFirst
Object,presurprise,84,short,,,DurationFirst
Object,presurprise,73,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,79,short,,,DurationFirst
Object,presurprise,51,long,,,DurationFirst
Object,presurprise,6,short,,,DurationFirst
Object,presurprise,37,long,,,DurationFirst
Object,presurprise,25,long,,,DurationFirst
Object,presurprise,14,short,,,DurationFirst
Object,presurprise,10,short,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,70,long,,,DurationFirst
Object,presurprise,22,long,,,DurationFirst
Object,presurprise,57,short,,,DurationFirst
Object,presurprise,80,long,,,DurationFirst
Object,presurprise,29,short,,,DurationFirst
Object,presurprise,23,short,,,DurationFirst
Object,presurprise,99,long,,,DurationFirst
Object,presurprise,12,long,,,DurationFirst
Object,presurprise,101,short,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,96,short,,,DurationFirst
Object,presurprise,56,short,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,20,short,,,DurationFirst
Object,presurprise,53,short,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,71,long,,,DurationFirst
Object,presurprise,31,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,54,long,,,DurationFirst
Object,presurprise,16,long,,,DurationFirst
Object,presurprise,95,long,,,DurationFirst
Object,presurprise,39,short,,,DurationFirst
Object,presurprise,68,long,,,DurationFirst
Object,surprise,98,short,98.0,62.0,DurationFirst
Object,postsurprise,54,long,54.0,18.0,DurationFirst
Object,postsurprise,105,short,69.0,105.0,DurationFirst
Object,postsurprise,20,short,38.0,20.0,DurationFirst
Object,postsurprise,81,short,81.0,99.0,DurationFirst
Object,presurprise,100,long,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,2,short,,,DurationFirst
Object,presurprise,92,short,,,DurationFirst
Object,presurprise,13,short,,,DurationFirst
Object,presurprise,25,long,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,46,short,,,DurationFirst
Object,presurprise,61,long,,,DurationFirst
Object,presurprise,86,short,,,DurationFirst
Object,presurprise,39,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,98,short,,,DurationFirst
Object,presurprise,99,long,,,DurationFirst
Object,presurprise,85,short,,,DurationFirst
Object,presurprise,90,long,,,DurationFirst
Object,presurprise,27,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,presurprise,96,long,,,DurationFirst
Object,presurprise,71,long,,,DurationFirst
Object,presurprise,73,long,,,DurationFirst
Object,presurprise,17,long,,,DurationFirst
Object,presurprise,19,short,,,DurationFirst
Object,presurprise,44,short,,,DurationFirst
Object,presurprise,50,short,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,presurprise,24,long,,,DurationFirst
Object,presurprise,22,short,,,DurationFirst
Object,presurprise,51,long,,,DurationFirst
Object,presurprise,54,long,,,DurationFirst
Object,presurprise,12,long,,,DurationFirst
Object,presurprise,84,short,,,DurationFirst
Object,presurprise,65,short,,,DurationFirst
Object,presurprise,70,short,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,57,long,,,DurationFirst
Object,presurprise,5,long,,,DurationFirst
Object,presurprise,87,long,,,DurationFirst
Object,presurprise,29,short,,,DurationFirst
Object,surprise,96,short,96.0,78.0,DurationFirst
Object,postsurprise,2,long,20.0,2.0,DurationFirst
Object,postsurprise,66,short,66.0,84.0,DurationFirst
Object,postsurprise,9,long,9.0,27.0,DurationFirst
Object,postsurprise,62,long,62.0,80.0,DurationFirst
Object,presurprise,5,short,,,DurationFirst
Object,presurprise,82,long,,,DurationFirst
Object,presurprise,98,long,,,DurationFirst
Object,presurprise,11,long,,,DurationFirst
Object,presurprise,30,long,,,DurationFirst
Object,presurprise,69,long,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,presurprise,117,short,,,DurationFirst
Object,presurprise,67,long,,,DurationFirst
Object,presurprise,118,long,,,DurationFirst
Object,presurprise,70,short,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,2,long,,,DurationFirst
Object,presurprise,51,short,,,DurationFirst
Object,presurprise,78,short,,,DurationFirst
Object,presurprise,72,long,,,DurationFirst
Object,presurprise,89,short,,,DurationFirst
Object,presurprise,81,long,,,DurationFirst
Object,presurprise,37,long,,,DurationFirst
Object,presurprise,120,long,,,DurationFirst
Object,presurprise,34,short,,,DurationFirst
Object,presurprise,45,short,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,21,long,,,DurationFirst
Object,presurprise,53,short,,,DurationFirst
Object,presurprise,46,long,,,DurationFirst
Object,presurprise,92,short,,,DurationFirst
Object,presurprise,97,short,,,DurationFirst
Object,presurprise,24,short,,,DurationFirst
Object,presurprise,65,short,,,DurationFirst
Object,presurprise,25,short,,,DurationFirst
Object,presurprise,115,short,,,DurationFirst
Object,presurprise,26,long,,,DurationFirst
Object,presurprise,68,short,,,DurationFirst
Object,presurprise,40,long,,,DurationFirst
Object,presurprise,84,long,,,DurationFirst
Object,presurprise,91,long,,,DurationFirst
Object,presurprise,14,short,,,DurationFirst
Object,presurprise,18,short,,,DurationFirst
Object,presurprise,93,long,,,DurationFirst
Object,presurprise,13,long,,,DurationFirst
Object,presurprise,76,short,,,DurationFirst
Object,surprise,93,short,57.0,93.0,DurationFirst
Object,postsurprise,24,long,6.0,24.0,DurationFirst
Object,postsurprise,100,long,100.0,82.0,DurationFirst
Object,postsurprise,26,short,26.0,8.0,DurationFirst
Object,postsurprise,106,long,106.0,88.0,DurationFirst
Object,presurprise,86,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,53,long,,,DurationFirst
Object,presurprise,63,long,,,DurationFirst
Object,presurprise,90,short,,,DurationFirst
Object,presurprise,119,long,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,42,long,,,DurationFirst
Object,presurprise,29,short,,,DurationFirst
Object,presurprise,79,long,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,50,short,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,98,short,,,DurationFirst
Object,presurprise,117,short,,,DurationFirst
Object,presurprise,57,long,,,DurationFirst
Object,presurprise,103,short,,,DurationFirst
Object,presurprise,51,short,,,DurationFirst
Object,presurprise,78,short,,,DurationFirst
Object,presurprise,5,long,,,DurationFirst
Object,presurprise,18,short,,,DurationFirst
Object,presurprise,95,long,,,DurationFirst
Object,presurprise,1,long,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,presurprise,100,short,,,DurationFirst
Object,presurprise,13,short,,,DurationFirst
Object,presurprise,30,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,88,long,,,DurationFirst
Object,presurprise,69,long,,,DurationFirst
Object,presurprise,55,short,,,DurationFirst
Object,presurprise,102,long,,,DurationFirst
Object,presurprise,3,long,,,DurationFirst
Object,presurprise,20,short,,,DurationFirst
Object,presurprise,92,long,,,DurationFirst
Object,presurprise,27,short,,,DurationFirst
Object,presurprise,22,long,,,DurationFirst
Object,presurprise,46,short,,,DurationFirst
Object,presurprise,65,short,,,DurationFirst
Object,presurprise,44,long,,,DurationFirst
Object,presurprise,89,short,,,DurationFirst
Object,presurprise,25,long,,,DurationFirst
Object,surprise,106,short,88.0,106.0,DurationFirst
Object,postsurprise,26,long,26.0,8.0,DurationFirst
Object,postsurprise,104,long,104.0,68.0,DurationFirst
Object,postsurprise,42,short,24.0,42.0,DurationFirst
Object,postsurprise,59,long,95.0,59.0,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,104,long,,,DurationFirst
Object,presurprise,88,short,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,presurprise,63,long,,,DurationFirst
Object,presurprise,72,long,,,DurationFirst
Object,presurprise,94,short,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,83,long,,,DurationFirst
Object,presurprise,56,short,,,DurationFirst
Object,presurprise,2,short,,,DurationFirst
Object,presurprise,15,long,,,DurationFirst
Object,presurprise,25,short,,,DurationFirst
Object,presurprise,67,short,,,DurationFirst
Object,presurprise,47,short,,,DurationFirst
Object,presurprise,50,long,,,DurationFirst
Object,presurprise,31,short,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,71,long,,,DurationFirst
Object,presurprise,44,short,,,DurationFirst
Object,presurprise,105,short,,,DurationFirst
Object,presurprise,28,short,,,DurationFirst
Object,presurprise,75,short,,,DurationFirst
Object,presurprise,5,long,,,DurationFirst
Object,presurprise,73,short,,,DurationFirst
Object,presurprise,100,long,,,DurationFirst
Object,presurprise,77,long,,,DurationFirst
Object,presurprise,45,short,,,DurationFirst
Object,presurprise,19,long,,,DurationFirst
Object,presurprise,6,long,,,DurationFirst
Object,presurprise,80,long,,,DurationFirst
Object,presurprise,39,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,4,short,,,DurationFirst
Object,presurprise,30,long,,,DurationFirst
Object,presurprise,102,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,53,long,,,DurationFirst
Object,presurprise,120,long,,,DurationFirst
Object,presurprise,97,short,,,DurationFirst
Object,presurprise,60,short,,,DurationFirst
Object,presurprise,36,long,,,DurationFirst
Object,surprise,99,short,63.0,99.0,DurationFirst
Object,postsurprise,6,long,6.0,42.0,DurationFirst
Object,postsurprise,92,long,56.0,92.0,DurationFirst
Object,postsurprise,51,short,51.0,33.0,DurationFirst
Object,postsurprise,93,short,75.0,93.0,DurationFirst
Object,presurprise,36,short,,,DurationFirst
Object,presurprise,37,long,,,DurationFirst
Object,presurprise,16,long,,,DurationFirst
Object,presurprise,93,short,,,DurationFirst
Object,presurprise,118,long,,,DurationFirst
Object,presurprise,68,short,,,DurationFirst
Object,presurprise,88,long,,,DurationFirst
Object,presurprise,115,short,,,DurationFirst
Object,presurprise,35,short,,,DurationFirst
Object,presurprise,25,long,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,105,long,,,DurationFirst
Object,presurprise,42,short,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,33,long,,,DurationFirst
Object,presurprise,80,long,,,DurationFirst
Object,presurprise,4,long,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,97,long,,,DurationFirst
Object,presurprise,83,short,,,DurationFirst
Object,presurprise,77,long,,,DurationFirst
Object,presurprise,74,short,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,2,long,,,DurationFirst
Object,presurprise,90,short,,,DurationFirst
Object,presurprise,5,short,,,DurationFirst
Object,presurprise,99,short,,,DurationFirst
Object,presurprise,14,short,,,DurationFirst
Object,presurprise,48,short,,,DurationFirst
Object,presurprise,67,long,,,DurationFirst
Object,presurprise,102,short,,,DurationFirst
Object,presurprise,55,long,,,DurationFirst
Object,presurprise,44,short,,,DurationFirst
Object,presurprise,64,short,,,DurationFirst
Object,presurprise,29,long,,,DurationFirst
Object,presurprise,46,long,,,DurationFirst
Object,presurprise,96,long,,,DurationFirst
Object,presurprise,9,short,,,DurationFirst
Object,presurprise,71,long,,,DurationFirst
Object,presurprise,21,short,,,DurationFirst
Object,presurprise,49,long,,,DurationFirst
Object,surprise,97,short,79.0,97.0,DurationFirst
Object,postsurprise,16,short,52.0,16.0,DurationFirst
Object,postsurprise,96,short,96.0,78.0,DurationFirst
Object,postsurprise,35,long,17.0,35.0,DurationFirst
Object,postsurprise,98,long,62.0,98.0,DurationFirst
Object,presurprise,48,long,,,DurationFirst
Object,presurprise,28,long,,,DurationFirst
Object,presurprise,39,long,,,DurationFirst
Object,presurprise,56,short,,,DurationFirst
Object,presurprise,66,long,,,DurationFirst
Object,presurprise,2,long,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,presurprise,99,short,,,DurationFirst
Object,presurprise,90,long,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,67,long,,,DurationFirst
Object,presurprise,51,short,,,DurationFirst
Object,presurprise,78,short,,,DurationFirst
Object,presurprise,119,long,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,118,long,,,DurationFirst
Object,presurprise,54,short,,,DurationFirst
Object,presurprise,104,long,,,DurationFirst
Object,presurprise,64,short,,,DurationFirst
Object,presurprise,22,long,,,DurationFirst
Object,presurprise,73,long,,,DurationFirst
Object,presurprise,117,short,,,DurationFirst
Object,presurprise,13,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,24,long,,,DurationFirst
Object,presurprise,107,long,,,DurationFirst
Object,presurprise,7,short,,,DurationFirst
Object,presurprise,5,short,,,DurationFirst
Object,presurprise,98,long,,,DurationFirst
Object,presurprise,26,short,,,DurationFirst
Object,presurprise,83,long,,,DurationFirst
Object,presurprise,19,short,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,69,long,,,DurationFirst
Object,presurprise,93,short,,,DurationFirst
Object,presurprise,9,long,,,DurationFirst
Object,presurprise,53,short,,,DurationFirst
Object,presurprise,32,short,,,DurationFirst
Object,presurprise,47,long,,,DurationFirst
Object,presurprise,88,short,,,DurationFirst
Object,presurprise,79,short,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,surprise,101,short,83.0,101.0,DurationFirst
Object,postsurprise,27,long,27.0,45.0,DurationFirst
Object,postsurprise,71,long,89.0,71.0,DurationFirst
Object,postsurprise,50,long,32.0,50.0,DurationFirst
Object,postsurprise,55,long,55.0,73.0,DurationFirst
Object,presurprise,9,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,30,short,,,DurationFirst
Object,presurprise,68,long,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,40,long,,,DurationFirst
Object,presurprise,32,long,,,DurationFirst
Object,presurprise,108,short,,,DurationFirst
Object,presurprise,39,short,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,37,long,,,DurationFirst
Object,presurprise,100,long,,,DurationFirst
Object,presurprise,99,short,,,DurationFirst
Object,presurprise,20,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,31,long,,,DurationFirst
Object,presurprise,52,short,,,DurationFirst
Object,presurprise,77,long,,,DurationFirst
Object,presurprise,98,long,,,DurationFirst
Object,presurprise,41,short,,,DurationFirst
Object,presurprise,11,short,,,DurationFirst
Object,presurprise,84,long,,,DurationFirst
Object,presurprise,87,short,,,DurationFirst
Object,presurprise,79,long,,,DurationFirst
Object,presurprise,6,short,,,DurationFirst
Object,presurprise,96,long,,,DurationFirst
Object,presurprise,93,short,,,DurationFirst
Object,presurprise,8,long,,,DurationFirst
Object,presurprise,17,long,,,DurationFirst
Object,presurprise,36,short,,,DurationFirst
Object,presurprise,43,long,,,DurationFirst
Object,presurprise,76,short,,,DurationFirst
Object,presurprise,71,short,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,55,long,,,DurationFirst
Object,presurprise,120,long,,,DurationFirst
Object,presurprise,33,short,,,DurationFirst
Object,presurprise,65,long,,,DurationFirst
Object,presurprise,10,short,,,DurationFirst
Object,presurprise,88,short,,,DurationFirst
Object,presurprise,67,short,,,DurationFirst
Object,presurprise,56,short,,,DurationFirst
Object,surprise,94,long,94.0,58.0,DurationFirst
Object,postsurprise,25,short,43.0,25.0,DurationFirst
Object,postsurprise,102,long,84.0,102.0,DurationFirst
Object,postsurprise,17,long,53.0,17.0,DurationFirst
Object,postsurprise,88,long,106.0,88.0,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,78,short,,,DurationFirst
Object,presurprise,12,short,,,DurationFirst
Object,presurprise,9,short,,,DurationFirst
Object,presurprise,62,long,,,DurationFirst
Object,presurprise,120,long,,,DurationFirst
Object,presurprise,119,long,,,DurationFirst
Object,presurprise,108,short,,,DurationFirst
Object,presurprise,92,long,,,DurationFirst
Object,presurprise,117,short,,,DurationFirst
Object,presurprise,13,long,,,DurationFirst
Object,presurprise,91,short,,,DurationFirst
Object,presurprise,81,short,,,DurationFirst
Object,presurprise,71,short,,,DurationFirst
Object,presurprise,93,long,,,DurationFirst
Object,presurprise,68,short,,,DurationFirst
Object,presurprise,82,long,,,DurationFirst
Object,presurprise,54,long,,,DurationFirst
Object,presurprise,87,short,,,DurationFirst
Object,presurprise,39,short,,,DurationFirst
Object,presurprise,25,short,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,29,long,,,DurationFirst
Object,presurprise,65,long,,,DurationFirst
Object,presurprise,97,long,,,DurationFirst
Object,presurprise,23,short,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,presurprise,37,short,,,DurationFirst
Object,presurprise,51,long,,,DurationFirst
Object,presurprise,76,long,,,DurationFirst
Object,presurprise,50,short,,,DurationFirst
Object,presurprise,34,short,,,DurationFirst
Object,presurprise,67,short,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,66,long,,,DurationFirst
Object,presurprise,28,long,,,DurationFirst
Object,presurprise,88,long,,,DurationFirst
Object,presurprise,2,long,,,DurationFirst
Object,presurprise,4,short,,,DurationFirst
Object,presurprise,8,long,,,DurationFirst
Object,presurprise,35,long,,,DurationFirst
Object,presurprise,42,long,,,DurationFirst
Object,surprise,100,long,100.0,64.0,DurationFirst
Object,postsurprise,32,long,50.0,32.0,DurationFirst
Object,postsurprise,58,long,76.0,58.0,DurationFirst
Object,postsurprise,5,long,5.0,23.0,DurationFirst
Object,postsurprise,70,short,70.0,106.0,DurationFirst
Object,presurprise,41,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,presurprise,60,long,,,DurationFirst
Object,presurprise,43,long,,,DurationFirst
Object,presurprise,88,short,,,DurationFirst
Object,presurprise,18,short,,,DurationFirst
Object,presurprise,24,long,,,DurationFirst
Object,presurprise,21,short,,,DurationFirst
Object,presurprise,31,short,,,DurationFirst
Object,presurprise,74,short,,,DurationFirst
Object,presurprise,82,short,,,DurationFirst
Object,presurprise,99,short,,,DurationFirst
Object,presurprise,84,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,28,long,,,DurationFirst
Object,presurprise,69,long,,,DurationFirst
Object,presurprise,98,long,,,DurationFirst
Object,presurprise,57,short,,,DurationFirst
Object,presurprise,72,long,,,DurationFirst
Object,presurprise,32,short,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,115,short,,,DurationFirst
Object,presurprise,26,long,,,DurationFirst
Object,presurprise,83,long,,,DurationFirst
Object,presurprise,53,short,,,DurationFirst
Object,presurprise,2,long,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,11,long,,,DurationFirst
Object,presurprise,51,short,,,DurationFirst
Object,presurprise,40,long,,,DurationFirst
Object,presurprise,119,long,,,DurationFirst
Object,presurprise,103,long,,,DurationFirst
Object,presurprise,107,short,,,DurationFirst
Object,presurprise,9,short,,,DurationFirst
Object,presurprise,55,short,,,DurationFirst
Object,presurprise,37,short,,,DurationFirst
Object,presurprise,86,long,,,DurationFirst
Object,presurprise,97,long,,,DurationFirst
Object,presurprise,12,long,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,surprise,98,long,98.0,62.0,DurationFirst
Object,postsurprise,40,short,4.0,40.0,DurationFirst
Object,postsurprise,75,long,57.0,75.0,DurationFirst
Object,postsurprise,42,short,24.0,42.0,DurationFirst
Object,postsurprise,77,long,77.0,95.0,DurationFirst
Object,presurprise,30,long,,,DurationFirst
Object,presurprise,64,long,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,presurprise,94,short,,,DurationFirst
Object,presurprise,6,long,,,DurationFirst
Object,presurprise,68,short,,,DurationFirst
Object,presurprise,26,short,,,DurationFirst
Object,presurprise,43,long,,,DurationFirst
Object,presurprise,9,long,,,DurationFirst
Object,presurprise,1,short,,,DurationFirst
Object,presurprise,38,short,,,DurationFirst
Object,presurprise,119,long,,,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,52,short,,,DurationFirst
Object,presurprise,89,long,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,56,short,,,DurationFirst
Object,presurprise,39,long,,,DurationFirst
Object,presurprise,84,short,,,DurationFirst
Object,presurprise,29,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,54,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,4,short,,,DurationFirst
Object,presurprise,5,long,,,DurationFirst
Object,presurprise,83,short,,,DurationFirst
Object,presurprise,115,long,,,DurationFirst
Object,presurprise,87,long,,,DurationFirst
Object,presurprise,106,long,,,DurationFirst
Object,presurprise,91,short,,,DurationFirst
Object,presurprise,53,short,,,DurationFirst
Object,presurprise,99,long,,,DurationFirst
Object,presurprise,98,long,,,DurationFirst
Object,presurprise,33,short,,,DurationFirst
Object,presurprise,31,short,,,DurationFirst
Object,presurprise,57,long,,,DurationFirst
Object,presurprise,67,long,,,DurationFirst
Object,presurprise,72,short,,,DurationFirst
Object,presurprise,78,long,,,DurationFirst
Object,presurprise,28,long,,,DurationFirst
Object,presurprise,79,short,,,DurationFirst
Object,presurprise,14,short,,,DurationFirst
Object,surprise,101,long,101.0,83.0,DurationFirst
Object,postsurprise,36,short,54.0,36.0,DurationFirst
Object,postsurprise,66,long,84.0,66.0,DurationFirst
Object,postsurprise,10,short,10.0,28.0,DurationFirst
Object,postsurprise,95,long,59.0,95.0,DurationFirst
Object,presurprise,120,short,,,DurationFirst
Object,presurprise,74,short,,,DurationFirst
Object,presurprise,38,long,,,DurationFirst
Object,presurprise,108,short,,,DurationFirst
Object,presurprise,55,short,,,DurationFirst
Object,presurprise,35,short,,,DurationFirst
Object,presurprise,15,long,,,DurationFirst
Object,presurprise,118,long,,,DurationFirst
Object,presurprise,6,long,,,DurationFirst
Object,presurprise,88,long,,,DurationFirst
Object,presurprise,81,long,,,DurationFirst
Object,presurprise,93,short,,,DurationFirst
Object,presurprise,46,long,,,DurationFirst
Object,presurprise,101,long,,,DurationFirst
Object,presurprise,59,short,,,DurationFirst
Object,presurprise,32,long,,,DurationFirst
Object,presurprise,4,long,,,DurationFirst
Object,presurprise,68,long,,,DurationFirst
Object,presurprise,89,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,96,long,,,DurationFirst
Object,presurprise,67,long,,,DurationFirst
Object,presurprise,102,long,,,DurationFirst
Object,presurprise,100,short,,,DurationFirst
Object,presurprise,54,long,,,DurationFirst
Object,presurprise,58,short,,,DurationFirst
Object,presurprise,23,short,,,DurationFirst
Object,presurprise,115,short,,,DurationFirst
Object,presurprise,45,short,,,DurationFirst
Object,presurprise,21,long,,,DurationFirst
Object,presurprise,119,long,,,DurationFirst
Object,presurprise,62,long,,,DurationFirst
Object,presurprise,11,short,,,DurationFirst
Object,presurprise,116,short,,,DurationFirst
Object,presurprise,25,short,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,presurprise,31,long,,,DurationFirst
Object,presurprise,1,short,,,DurationFirst
Object,presurprise,44,short,,,DurationFirst
Object,presurprise,87,short,,,DurationFirst
Object,presurprise,79,short,,,DurationFirst
Object,presurprise,48,short,,,DurationFirst
Object,surprise,91,long,91.0,73.0,DurationFirst
Object,postsurprise,40,long,22.0,40.0,DurationFirst
Object,postsurprise,102,long,102.0,66.0,DurationFirst
Object,postsurprise,14,long,32.0,14.0,DurationFirst
Object,postsurprise,81,short,63.0,81.0,DurationFirst
Object,presurprise,71,long,,,DurationFirst
Object,presurprise,10,short,,,DurationFirst
Object,presurprise,90,short,,,DurationFirst
Object,presurprise,15,short,,,DurationFirst
Object,presurprise,50,long,,,DurationFirst
Object,presurprise,116,long,,,DurationFirst
Object,presurprise,13,long,,,DurationFirst
Object,presurprise,88,long,,,DurationFirst
Object,presurprise,119,short,,,DurationFirst
Object,presurprise,22,long,,,DurationFirst
Object,presurprise,18,long,,,DurationFirst
Object,presurprise,117,long,,,DurationFirst
Object,presurprise,63,long,,,DurationFirst
Object,presurprise,118,short,,,DurationFirst
Object,presurprise,80,long,,,DurationFirst
Object,presurprise,67,short,,,DurationFirst
Object,presurprise,87,short,,,DurationFirst
Object,presurprise,91,short,,,DurationFirst
Object,presurprise,11,long,,,DurationFirst
Object,presurprise,57,short,,,DurationFirst
Object,presurprise,115,short,,,DurationFirst
Object,presurprise,16,short,,,DurationFirst
Object,presurprise,84,short,,,DurationFirst
Object,presurprise,19,short,,,DurationFirst
Object,presurprise,100,short,,,DurationFirst
Object,presurprise,96,long,,,DurationFirst
Object,presurprise,61,long,,,DurationFirst
Object,presurprise,120,long,,,DurationFirst
Object,presurprise,101,long,,,DurationFirst
Object,presurprise,95,short,,,DurationFirst
Object,presurprise,30,short,,,DurationFirst
Object,presurprise,24,short,,,DurationFirst
Object,presurprise,44,long,,,DurationFirst
Object,presurprise,27,long,,,DurationFirst
Object,presurprise,41,long,,,DurationFirst
Object,presurprise,74,long,,,DurationFirst
Object,presurprise,68,short,,,DurationFirst
Object,presurprise,43,short,,,DurationFirst
Object,presurprise,94,long,,,DurationFirst
Object,presurprise,38,short,,,DurationFirst
Object,presurprise,35,long,,,DurationFirst
Object,presurprise,39,short,,,DurationFirst
Object,surprise,103,long,85.0,103.0,DurationFirst
Object,postsurprise,29,short,47.0,29.0,DurationFirst
Object,postsurprise,89,short,89.0,71.0,DurationFirst
Object,postsurprise,50,short,50.0,14.0,DurationFirst
Object,postsurprise,76,long,94.0,76.0,DurationFirst
Object,presurprise,65,short,,,DurationFirst
Object,presurprise,10,short,,,DurationFirst
Object,presurprise,55,long,,,DurationFirst
Object,presurprise,96,short,,,DurationFirst
Object,presurprise,63,long,,,DurationFirst
Object,presurprise,25,short,,,DurationFirst
Object,presurprise,102,short,,,DurationFirst
Object,presurprise,9,long,,,DurationFirst
