targetCate,category,duration,orientation,task,stimulusFile,subjectID,stimIndex
Object,Object,long,Right,nonTarget,nonTargetObject14Right-Practice.png,260,104
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,260,40
Object,Face,long,Right,nonTarget,nonTargetFace13Right-Practice.png,260,49
Object,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,260,38
Object,Face,long,Center,nonTarget,nonTargetFace2Center-Practice.png,261,2
Object,Object,short,Left,Target,targetObject2Left-Practice.png,261,118
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,261,92
Object,Face,long,Left,nonTarget,nonTargetFace15Left-Practice.png,261,33
Object,Object,long,Right,nonTarget,nonTargetObject18Right-Practice.png,261,108
Object,Face,short,Center,nonTarget,nonTargetFace18Center-Practice.png,261,18
Object,Object,short,Center,nonTarget,nonTargetObject4Center-Practice.png,261,58
Object,Object,short,Right,nonTarget,nonTargetObject8Right-Practice.png,261,98
Object,Face,long,Left,nonTarget,nonTargetFace2Left-Practice.png,261,20
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,261,40
Object,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,261,55
Object,Face,short,Center,nonTarget,nonTargetFace11Center-Practice.png,261,11
Object,Object,long,Left,Target,targetObject1Left-Practice.png,261,117
Object,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,261,106
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,262,91
Object,Face,long,Right,nonTarget,nonTargetFace13Right-Practice.png,262,49
Object,Object,short,Left,Target,targetObject1Left-Practice.png,262,117
Object,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,262,8
Object,Object,short,Left,nonTarget,nonTargetObject18Left-Practice.png,262,90
Object,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,262,48
Object,Face,short,Center,nonTarget,nonTargetFace1Center-Practice.png,262,1
Object,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,262,98
Object,Object,long,Right,nonTarget,nonTargetObject9Right-Practice.png,262,99
Object,Object,short,Center,nonTarget,nonTargetObject3Center-Practice.png,262,57
Object,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,262,66
Object,Face,long,Right,nonTarget,nonTargetFace7Right-Practice.png,262,43
Object,Face,short,Right,nonTarget,nonTargetFace18Right-Practice.png,262,54
Object,Object,short,Left,Target,targetObject2Left-Practice.png,262,118
Object,Object,long,Left,Target,targetObject1Left-Practice.png,263,117
Object,Face,long,Right,nonTarget,nonTargetFace9Right-Practice.png,263,45
Object,Object,long,Right,Target,targetObject2Right-Practice.png,263,120
Object,Object,long,Right,nonTarget,nonTargetObject3Right-Practice.png,263,93
Object,Object,short,Right,nonTarget,nonTargetObject10Right-Practice.png,263,100
Object,Face,long,Center,nonTarget,nonTargetFace7Center-Practice.png,263,7
Object,Object,short,Center,nonTarget,nonTargetObject1Center-Practice.png,263,55
Object,Face,long,Left,nonTarget,nonTargetFace18Left-Practice.png,263,36
Object,Face,short,Right,nonTarget,nonTargetFace18Right-Practice.png,263,54
Object,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,263,98
Object,Object,long,Center,nonTarget,nonTargetObject10Center-Practice.png,263,64
Object,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,263,20
Object,Face,short,Left,nonTarget,nonTargetFace8Left-Practice.png,263,26
Object,Object,short,Right,nonTarget,nonTargetObject15Right-Practice.png,263,105
Object,Object,short,Left,Target,targetObject2Left-Practice.png,264,118
Object,Face,long,Center,nonTarget,nonTargetFace10Center-Practice.png,264,10
Object,Face,long,Center,nonTarget,nonTargetFace13Center-Practice.png,264,13
Object,Object,long,Left,nonTarget,nonTargetObject17Left-Practice.png,264,89
Object,Face,short,Center,nonTarget,nonTargetFace18Center-Practice.png,264,18
Object,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,264,106
Object,Object,long,Right,Target,targetObject1Right-Practice.png,264,119
Object,Object,long,Left,nonTarget,nonTargetObject1Left-Practice.png,264,73
Object,Face,long,Center,nonTarget,nonTargetFace8Center-Practice.png,264,8
Object,Face,short,Center,nonTarget,nonTargetFace3Center-Practice.png,264,3
Object,Object,short,Center,nonTarget,nonTargetObject8Center-Practice.png,264,62
Object,Object,short,Center,nonTarget,nonTargetObject13Center-Practice.png,264,67
Object,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,264,66
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,264,14
Object,Object,short,Center,Target,targetObject1Center-Practice.png,265,115
Object,Object,short,Center,Target,targetObject2Center-Practice.png,265,116
Object,Face,long,Right,nonTarget,nonTargetFace2Right-Practice.png,265,38
Object,Object,short,Right,nonTarget,nonTargetObject12Right-Practice.png,265,102
Object,Face,short,Right,nonTarget,nonTargetFace7Right-Practice.png,265,43
Object,Face,long,Left,nonTarget,nonTargetFace1Left-Practice.png,265,19
Object,Face,long,Right,nonTarget,nonTargetFace17Right-Practice.png,265,53
Object,Object,long,Left,nonTarget,nonTargetObject11Left-Practice.png,265,83
Object,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,265,50
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,265,92
Object,Object,long,Center,nonTarget,nonTargetObject13Center-Practice.png,265,67
Object,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,265,74
Object,Face,long,Center,nonTarget,nonTargetFace3Center-Practice.png,265,3
Object,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,265,66
Object,Face,long,Right,nonTarget,nonTargetFace16Right-Practice.png,266,52
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,266,92
Object,Face,long,Center,nonTarget,nonTargetFace5Center-Practice.png,266,5
Object,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,266,9
Object,Face,long,Right,nonTarget,nonTargetFace10Right-Practice.png,266,46
Object,Face,long,Right,nonTarget,nonTargetFace1Right-Practice.png,266,37
Object,Object,long,Left,nonTarget,nonTargetObject5Left-Practice.png,266,77
Object,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,266,106
Object,Object,short,Right,nonTarget,nonTargetObject18Right-Practice.png,266,108
Object,Object,short,Right,nonTarget,nonTargetObject14Right-Practice.png,266,104
Object,Object,long,Right,nonTarget,nonTargetObject15Right-Practice.png,266,105
Object,Object,short,Right,Target,targetObject2Right-Practice.png,266,120
Object,Object,short,Center,Target,targetObject1Center-Practice.png,266,115
Object,Face,long,Right,nonTarget,nonTargetFace17Right-Practice.png,266,53
Object,Object,long,Right,nonTarget,nonTargetObject3Right-Practice.png,267,93
Object,Object,short,Center,nonTarget,nonTargetObject16Center-Practice.png,267,70
Object,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,267,65
Object,Face,short,Left,nonTarget,nonTargetFace8Left-Practice.png,267,26
Object,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,267,15
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,267,91
Object,Face,short,Center,nonTarget,nonTargetFace10Center-Practice.png,267,10
Object,Object,short,Right,nonTarget,nonTargetObject6Right-Practice.png,267,96
Object,Object,long,Right,Target,targetObject2Right-Practice.png,267,120
Object,Face,long,Center,nonTarget,nonTargetFace5Center-Practice.png,267,5
Object,Face,long,Left,nonTarget,nonTargetFace17Left-Practice.png,267,35
Object,Face,short,Left,nonTarget,nonTargetFace7Left-Practice.png,267,25
Object,Object,long,Center,nonTarget,nonTargetObject15Center-Practice.png,267,69
Object,Object,long,Right,Target,targetObject1Right-Practice.png,267,119
Object,Face,long,Left,nonTarget,nonTargetFace2Left-Practice.png,268,20
Object,Object,short,Center,nonTarget,nonTargetObject4Center-Practice.png,268,58
Object,Object,short,Right,nonTarget,nonTargetObject13Right-Practice.png,268,103
Object,Object,long,Left,nonTarget,nonTargetObject17Left-Practice.png,268,89
Object,Object,short,Left,Target,targetObject1Left-Practice.png,268,117
Object,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,268,17
Object,Object,short,Left,Target,targetObject2Left-Practice.png,268,118
Object,Face,long,Center,nonTarget,nonTargetFace11Center-Practice.png,268,11
Object,Object,short,Center,nonTarget,nonTargetObject14Center-Practice.png,268,68
Object,Object,long,Left,nonTarget,nonTargetObject3Left-Practice.png,268,75
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,268,24
Object,Face,long,Right,nonTarget,nonTargetFace6Right-Practice.png,268,42
Object,Object,short,Right,nonTarget,nonTargetObject14Right-Practice.png,268,104
Object,Face,long,Center,nonTarget,nonTargetFace2Center-Practice.png,268,2
Object,Face,short,Right,nonTarget,nonTargetFace9Right-Practice.png,269,45
Object,Object,long,Center,Target,targetObject1Center-Practice.png,269,115
Object,Face,short,Left,nonTarget,nonTargetFace8Left-Practice.png,269,26
Object,Face,short,Center,nonTarget,nonTargetFace1Center-Practice.png,269,1
Object,Object,long,Center,nonTarget,nonTargetObject9Center-Practice.png,269,63
Object,Object,long,Right,nonTarget,nonTargetObject7Right-Practice.png,269,97
Object,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,269,46
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,269,92
Object,Object,long,Right,nonTarget,nonTargetObject3Right-Practice.png,269,93
Object,Face,long,Left,nonTarget,nonTargetFace16Left-Practice.png,269,34
Object,Object,long,Center,nonTarget,nonTargetObject15Center-Practice.png,269,69
Object,Face,short,Center,nonTarget,nonTargetFace18Center-Practice.png,269,18
Object,Object,short,Center,Target,targetObject2Center-Practice.png,269,116
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,269,58
Object,Object,long,Left,nonTarget,nonTargetObject17Left-Practice.png,270,89
Object,Object,long,Center,nonTarget,nonTargetObject18Center-Practice.png,270,72
Object,Object,long,Left,Target,targetObject1Left-Practice.png,270,117
Object,Face,long,Center,nonTarget,nonTargetFace14Center-Practice.png,270,14
Object,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,270,48
Object,Face,long,Center,nonTarget,nonTargetFace18Center-Practice.png,270,18
Object,Object,long,Center,nonTarget,nonTargetObject14Center-Practice.png,270,68
Object,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,270,9
Object,Face,short,Center,nonTarget,nonTargetFace13Center-Practice.png,270,13
Object,Object,long,Left,nonTarget,nonTargetObject18Left-Practice.png,270,90
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,270,91
Object,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,270,21
Object,Object,short,Left,Target,targetObject2Left-Practice.png,270,118
Object,Object,long,Right,nonTarget,nonTargetObject5Right-Practice.png,270,95
Object,Object,long,Left,nonTarget,nonTargetObject18Left-Practice.png,271,90
Object,Object,short,Center,nonTarget,nonTargetObject2Center-Practice.png,271,56
Object,Face,long,Right,nonTarget,nonTargetFace7Right-Practice.png,271,43
Object,Object,long,Right,Target,targetObject2Right-Practice.png,271,120
Object,Object,long,Right,Target,targetObject1Right-Practice.png,271,119
Object,Face,short,Right,nonTarget,nonTargetFace8Right-Practice.png,271,44
Object,Object,long,Left,nonTarget,nonTargetObject13Left-Practice.png,271,85
Object,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,271,20
Object,Face,long,Left,nonTarget,nonTargetFace12Left-Practice.png,271,30
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,271,81
Object,Face,long,Left,nonTarget,nonTargetFace4Left-Practice.png,271,22
Object,Object,short,Center,nonTarget,nonTargetObject13Center-Practice.png,271,67
Object,Face,long,Left,nonTarget,nonTargetFace9Left-Practice.png,271,27
Object,Object,long,Left,nonTarget,nonTargetObject12Left-Practice.png,271,84
Object,Face,short,Center,nonTarget,nonTargetFace4Center-Practice.png,272,4
Object,Face,short,Center,nonTarget,nonTargetFace16Center-Practice.png,272,16
Object,Object,short,Center,nonTarget,nonTargetObject7Center-Practice.png,272,61
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,272,49
Object,Object,short,Right,Target,targetObject1Right-Practice.png,272,119
Object,Face,long,Left,nonTarget,nonTargetFace14Left-Practice.png,272,32
Object,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,272,66
Object,Face,short,Center,nonTarget,nonTargetFace11Center-Practice.png,272,11
Object,Object,long,Center,nonTarget,nonTargetObject18Center-Practice.png,272,72
Object,Face,short,Right,nonTarget,nonTargetFace18Right-Practice.png,272,54
Object,Object,short,Left,nonTarget,nonTargetObject9Left-Practice.png,272,81
Object,Object,long,Right,nonTarget,nonTargetObject18Right-Practice.png,272,108
Object,Object,long,Left,nonTarget,nonTargetObject8Left-Practice.png,272,80
Object,Object,long,Right,Target,targetObject2Right-Practice.png,272,120
Object,Face,short,Left,nonTarget,nonTargetFace14Left-Practice.png,273,32
Object,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,273,60
Object,Object,long,Left,nonTarget,nonTargetObject16Left-Practice.png,273,88
Object,Object,long,Right,nonTarget,nonTargetObject5Right-Practice.png,273,95
Object,Face,short,Left,nonTarget,nonTargetFace9Left-Practice.png,273,27
Object,Object,long,Center,nonTarget,nonTargetObject17Center-Practice.png,273,71
Object,Object,long,Left,Target,targetObject1Left-Practice.png,273,117
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,273,58
Object,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,273,106
Object,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,273,7
Object,Face,short,Right,nonTarget,nonTargetFace9Right-Practice.png,273,45
Object,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,273,46
Object,Face,long,Center,nonTarget,nonTargetFace8Center-Practice.png,273,8
Object,Object,long,Left,Target,targetObject2Left-Practice.png,273,118
Object,Face,long,Right,nonTarget,nonTargetFace4Right-Practice.png,274,40
Object,Object,long,Center,nonTarget,nonTargetObject9Center-Practice.png,274,63
Object,Object,short,Center,nonTarget,nonTargetObject14Center-Practice.png,274,68
Object,Object,long,Left,nonTarget,nonTargetObject13Left-Practice.png,274,85
Object,Object,short,Left,nonTarget,nonTargetObject18Left-Practice.png,274,90
Object,Face,short,Right,nonTarget,nonTargetFace1Right-Practice.png,274,37
Object,Face,short,Left,nonTarget,nonTargetFace12Left-Practice.png,274,30
Object,Object,long,Center,Target,targetObject2Center-Practice.png,274,116
Object,Face,long,Left,nonTarget,nonTargetFace9Left-Practice.png,274,27
Object,Object,short,Right,nonTarget,nonTargetObject6Right-Practice.png,274,96
Object,Object,short,Left,nonTarget,nonTargetObject7Left-Practice.png,274,79
Object,Object,short,Right,Target,targetObject1Right-Practice.png,274,119
Object,Face,short,Right,nonTarget,nonTargetFace14Right-Practice.png,274,50
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,274,24
Object,Object,short,Left,Target,targetObject1Left-Practice.png,275,117
Object,Object,short,Right,Target,targetObject2Right-Practice.png,275,120
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,275,24
Object,Face,long,Center,nonTarget,nonTargetFace6Center-Practice.png,275,6
Object,Face,long,Left,nonTarget,nonTargetFace11Left-Practice.png,275,29
Object,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,275,20
Object,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,275,7
Object,Object,long,Center,nonTarget,nonTargetObject13Center-Practice.png,275,67
Object,Face,short,Center,nonTarget,nonTargetFace1Center-Practice.png,275,1
Object,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,275,74
Object,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,275,92
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,275,91
Object,Object,long,Right,nonTarget,nonTargetObject15Right-Practice.png,275,105
Object,Object,short,Right,nonTarget,nonTargetObject10Right-Practice.png,275,100
Object,Object,long,Center,Target,targetObject2Center-Practice.png,276,116
Object,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,276,15
Object,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,276,9
Object,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,276,5
Object,Face,long,Left,nonTarget,nonTargetFace3Left-Practice.png,276,21
Object,Object,long,Center,Target,targetObject1Center-Practice.png,276,115
Object,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,276,55
Object,Object,short,Left,nonTarget,nonTargetObject3Left-Practice.png,276,75
Object,Object,long,Center,nonTarget,nonTargetObject7Center-Practice.png,276,61
Object,Object,long,Right,nonTarget,nonTargetObject6Right-Practice.png,276,96
Object,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,276,48
Object,Face,long,Center,nonTarget,nonTargetFace14Center-Practice.png,276,14
Object,Object,long,Right,nonTarget,nonTargetObject3Right-Practice.png,276,93
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,276,81
Object,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,277,66
Object,Face,short,Left,nonTarget,nonTargetFace18Left-Practice.png,277,36
Object,Face,long,Center,nonTarget,nonTargetFace6Center-Practice.png,277,6
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,277,91
Object,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,277,8
Object,Face,short,Left,nonTarget,nonTargetFace17Left-Practice.png,277,35
Object,Object,short,Left,nonTarget,nonTargetObject17Left-Practice.png,277,89
Object,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,277,20
Object,Object,long,Left,nonTarget,nonTargetObject12Left-Practice.png,277,84
Object,Object,long,Left,Target,targetObject1Left-Practice.png,277,117
Object,Face,long,Center,nonTarget,nonTargetFace7Center-Practice.png,277,7
Object,Object,long,Center,Target,targetObject2Center-Practice.png,277,116
Object,Object,long,Right,nonTarget,nonTargetObject3Right-Practice.png,277,93
Object,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,277,106
Object,Object,long,Right,nonTarget,nonTargetObject1Right-Practice.png,278,91
Object,Face,long,Center,nonTarget,nonTargetFace5Center-Practice.png,278,5
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,278,14
Object,Object,short,Left,Target,targetObject2Left-Practice.png,278,118
Object,Object,short,Center,nonTarget,nonTargetObject9Center-Practice.png,278,63
Object,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,278,7
Object,Face,short,Right,nonTarget,nonTargetFace3Right-Practice.png,278,39
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,278,81
Object,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,278,82
Object,Face,short,Left,nonTarget,nonTargetFace9Left-Practice.png,278,27
Object,Object,long,Center,nonTarget,nonTargetObject7Center-Practice.png,278,61
Object,Face,short,Left,nonTarget,nonTargetFace7Left-Practice.png,278,25
Object,Object,long,Left,nonTarget,nonTargetObject18Left-Practice.png,278,90
Object,Object,long,Center,Target,targetObject1Center-Practice.png,278,115
Object,Object,long,Left,nonTarget,nonTargetObject11Left-Practice.png,279,83
Object,Object,long,Left,Target,targetObject1Left-Practice.png,279,117
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,279,14
Object,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,279,86
Object,Object,short,Right,Target,targetObject2Right-Practice.png,279,120
Object,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,279,17
Object,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,279,66
Object,Object,long,Left,nonTarget,nonTargetObject1Left-Practice.png,279,73
Object,Face,short,Right,nonTarget,nonTargetFace17Right-Practice.png,279,53
Object,Face,long,Left,nonTarget,nonTargetFace17Left-Practice.png,279,35
Object,Object,short,Right,nonTarget,nonTargetObject17Right-Practice.png,279,107
Object,Face,short,Left,nonTarget,nonTargetFace10Left-Practice.png,279,28
Object,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,279,21
Object,Object,short,Left,nonTarget,nonTargetObject15Left-Practice.png,279,87
Object,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,280,21
Object,Face,long,Right,nonTarget,nonTargetFace16Right-Practice.png,280,52
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,280,24
Object,Object,short,Center,nonTarget,nonTargetObject7Center-Practice.png,280,61
Object,Face,short,Center,nonTarget,nonTargetFace12Center-Practice.png,280,12
Object,Object,long,Center,nonTarget,nonTargetObject2Center-Practice.png,280,56
Object,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,280,55
Object,Object,short,Center,nonTarget,nonTargetObject11Center-Practice.png,280,65
Object,Object,short,Right,nonTarget,nonTargetObject8Right-Practice.png,280,98
Object,Object,short,Center,Target,targetObject2Center-Practice.png,280,116
Object,Face,long,Center,nonTarget,nonTargetFace6Center-Practice.png,280,6
Object,Face,long,Center,nonTarget,nonTargetFace8Center-Practice.png,280,8
Object,Object,long,Center,Target,targetObject1Center-Practice.png,280,115
Object,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,280,76
Object,Object,short,Left,nonTarget,nonTargetObject8Left-Practice.png,281,80
Object,Object,long,Right,Target,targetObject2Right-Practice.png,281,120
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,281,81
Object,Object,long,Right,nonTarget,nonTargetObject5Right-Practice.png,281,95
Object,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,281,98
Object,Face,short,Left,nonTarget,nonTargetFace12Left-Practice.png,281,30
Object,Object,short,Center,Target,targetObject1Center-Practice.png,281,115
Object,Object,long,Left,nonTarget,nonTargetObject7Left-Practice.png,281,79
Object,Face,long,Left,nonTarget,nonTargetFace13Left-Practice.png,281,31
Object,Face,short,Right,nonTarget,nonTargetFace1Right-Practice.png,281,37
Object,Face,long,Left,nonTarget,nonTargetFace2Left-Practice.png,281,20
Object,Object,short,Left,nonTarget,nonTargetObject3Left-Practice.png,281,75
Object,Face,short,Center,nonTarget,nonTargetFace2Center-Practice.png,281,2
Object,Face,short,Left,nonTarget,nonTargetFace5Left-Practice.png,281,23
Object,Object,short,Right,nonTarget,nonTargetObject7Right-Practice.png,282,97
Object,Face,long,Left,nonTarget,nonTargetFace13Left-Practice.png,282,31
Object,Face,long,Right,nonTarget,nonTargetFace10Right-Practice.png,282,46
Object,Face,short,Center,nonTarget,nonTargetFace3Center-Practice.png,282,3
Object,Face,short,Right,nonTarget,nonTargetFace5Right-Practice.png,282,41
Object,Object,short,Left,Target,targetObject2Left-Practice.png,282,118
Object,Object,long,Center,nonTarget,nonTargetObject15Center-Practice.png,282,69
Object,Object,short,Center,nonTarget,nonTargetObject8Center-Practice.png,282,62
Object,Face,long,Left,nonTarget,nonTargetFace5Left-Practice.png,282,23
Object,Object,short,Center,Target,targetObject1Center-Practice.png,282,115
Object,Face,long,Center,nonTarget,nonTargetFace4Center-Practice.png,282,4
Object,Object,long,Right,nonTarget,nonTargetObject18Right-Practice.png,282,108
Object,Object,short,Left,nonTarget,nonTargetObject14Left-Practice.png,282,86
Object,Object,long,Center,nonTarget,nonTargetObject2Center-Practice.png,282,56
Object,Object,long,Right,nonTarget,nonTargetObject14Right-Practice.png,283,104
Object,Object,short,Left,Target,targetObject1Left-Practice.png,283,117
Object,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,283,98
Object,Face,short,Center,nonTarget,nonTargetFace6Center-Practice.png,283,6
Object,Face,short,Center,nonTarget,nonTargetFace10Center-Practice.png,283,10
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,283,58
Object,Object,short,Center,Target,targetObject2Center-Practice.png,283,116
Object,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,283,65
Object,Face,short,Left,nonTarget,nonTargetFace7Left-Practice.png,283,25
Object,Face,short,Left,nonTarget,nonTargetFace13Left-Practice.png,283,31
Object,Object,short,Center,nonTarget,nonTargetObject1Center-Practice.png,283,55
Object,Face,long,Right,nonTarget,nonTargetFace7Right-Practice.png,283,43
Object,Face,long,Left,nonTarget,nonTargetFace9Left-Practice.png,283,27
Object,Object,short,Right,nonTarget,nonTargetObject6Right-Practice.png,283,96
Object,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,284,21
Object,Object,long,Left,nonTarget,nonTargetObject7Left-Practice.png,284,79
Object,Object,long,Left,nonTarget,nonTargetObject12Left-Practice.png,284,84
Object,Face,long,Right,nonTarget,nonTargetFace10Right-Practice.png,284,46
Object,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,284,55
Object,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,284,100
Object,Object,long,Right,Target,targetObject1Right-Practice.png,284,119
Object,Object,long,Right,nonTarget,nonTargetObject4Right-Practice.png,284,94
Object,Face,short,Center,nonTarget,nonTargetFace10Center-Practice.png,284,10
Object,Face,long,Center,nonTarget,nonTargetFace16Center-Practice.png,284,16
Object,Face,short,Left,nonTarget,nonTargetFace9Left-Practice.png,284,27
Object,Object,long,Left,Target,targetObject2Left-Practice.png,284,118
Object,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,284,98
Object,Face,short,Right,nonTarget,nonTargetFace16Right-Practice.png,284,52
Object,Object,long,Left,Target,targetObject1Left-Practice.png,285,117
Object,Object,long,Center,nonTarget,nonTargetObject6Center-Practice.png,285,60
Object,Object,short,Center,nonTarget,nonTargetObject15Center-Practice.png,285,69
Object,Face,long,Center,nonTarget,nonTargetFace12Center-Practice.png,285,12
Object,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,285,17
Object,Object,short,Center,nonTarget,nonTargetObject11Center-Practice.png,285,65
Object,Face,long,Center,nonTarget,nonTargetFace7Center-Practice.png,285,7
Object,Object,short,Center,nonTarget,nonTargetObject8Center-Practice.png,285,62
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,285,40
Object,Object,long,Left,nonTarget,nonTargetObject17Left-Practice.png,285,89
Object,Object,long,Left,Target,targetObject2Left-Practice.png,285,118
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,285,58
Object,Face,long,Center,nonTarget,nonTargetFace15Center-Practice.png,285,15
Object,Face,short,Right,nonTarget,nonTargetFace14Right-Practice.png,285,50
Object,Object,short,Center,nonTarget,nonTargetObject16Center-Practice.png,286,70
Object,Object,long,Center,Target,targetObject2Center-Practice.png,286,116
Object,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,286,46
Object,Face,long,Left,nonTarget,nonTargetFace8Left-Practice.png,286,26
Object,Object,short,Right,nonTarget,nonTargetObject15Right-Practice.png,286,105
Object,Face,long,Center,nonTarget,nonTargetFace11Center-Practice.png,286,11
Object,Face,short,Right,nonTarget,nonTargetFace3Right-Practice.png,286,39
Object,Object,short,Right,Target,targetObject1Right-Practice.png,286,119
Object,Face,long,Right,nonTarget,nonTargetFace6Right-Practice.png,286,42
Object,Object,short,Left,nonTarget,nonTargetObject17Left-Practice.png,286,89
Object,Object,long,Center,nonTarget,nonTargetObject15Center-Practice.png,286,69
Object,Object,short,Left,nonTarget,nonTargetObject7Left-Practice.png,286,79
Object,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,286,50
Object,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,286,86
Object,Object,long,Center,nonTarget,nonTargetObject17Center-Practice.png,287,71
Object,Object,short,Right,nonTarget,nonTargetObject7Right-Practice.png,287,97
Object,Object,long,Left,nonTarget,nonTargetObject6Left-Practice.png,287,78
Object,Object,short,Left,nonTarget,nonTargetObject7Left-Practice.png,287,79
Object,Object,long,Left,Target,targetObject2Left-Practice.png,287,118
Object,Face,long,Left,nonTarget,nonTargetFace10Left-Practice.png,287,28
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,287,40
